Title,Alternative Title,Description,Language,Creator,Title Source,Resource Class,Resource Type,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Format,Information,Download,ID,Identifier,Provider,Code,Member Of,Is Part Of,Rights,Accrual Method,Date Accessioned,Access Rights
BPTC GTFS Feed [Indiana--Bloomington],BPTC GTFS Feed,,eng,data.bloomington.in.gov,Indiana--Bloomington,Datasets,Vector data,2022-07-05,Continually updated resource,,Indiana--Bloomington|Indiana,"-86.592,39.121,-86.471,39.221",Shapefile,https://data.bloomington.in.gov/d/gief-ttiy,https://data.bloomington.in.gov/download/gief-ttiy/application/zip,gief-ttiy,https://data.bloomington.in.gov/api/views/gief-ttiy,"City of Bloomington, Indiana Open Data Portal",01c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,01c-01,,Socrata,2024-05-28,Public
Cook County - Forest Preserves Trails [Illinois--Chicago],Cook County - Forest Preserves Trails,"Trails within the Forest Preserve District of Cook County. To view or use these shapefiles, compression software and special GIS software, such as ESRI ArcGIS, is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-06-22,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/j4pd-p6g6,https://data.cityofchicago.org/download/j4pd-p6g6/application/zip,j4pd-p6g6,https://data.cityofchicago.org/api/views/j4pd-p6g6,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Parks - Buildings - KML (deprecated November ) [Illinois--Chicago] {2016},Parks - Buildings - KML (deprecated November 2016),"Buildings located in Chicago parks. To view or use this KMZ file, compression software, such as 7-Zip, and special GIS software, such as Google Earth, are required. To download this file, right-click the ""Download"" link above and choose ""Save link as.""",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2012-02-08,2016,2016-2016,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/jdsj-862i,https://data.cityofchicago.org/download/jdsj-862i/application/zip,jdsj-862i,https://data.cityofchicago.org/api/views/jdsj-862i,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Forest Preserves - Chicago [Illinois--Chicago],Forest Preserves - Chicago,"Boundaries for Forest Preserve located in Chicago only, managed by the Forest Preserve District of Cook County, http://www.fpdcc.com/. To view or use these files, compression software and special GIS software, such as ESRI ArcGIS, is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-04-17,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/je6f-7464,https://data.cityofchicago.org/download/je6f-7464/application/zip,je6f-7464,https://data.cityofchicago.org/api/views/je6f-7464,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Police Beats - KML [Illinois--Chicago],Boundaries - Police Beats - KML,"Police beats in Chicago. To view or use this KMZ file, compression software, such as 7-Zip, and special GIS software, such as Google Earth, are required. To download this file, right-click the ""Download"" link above and choose ""Save link as.""",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2012-03-09,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/jig5-yw7t,https://data.cityofchicago.org/download/jig5-yw7t/application/zip,jig5-yw7t,https://data.cityofchicago.org/api/views/jig5-yw7t,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Liquor Moratorium Districts - Taverns [Illinois--Chicago],Liquor Moratorium Districts - Taverns,"No new tavern licenses can be issued to any location that is within 400 feet of existing businesses already licensed for the sale of alcoholic liquor in certain zoning districts. Measurements are made from the property line and exclude streets, alleys, and public ways. This prohibition does not apply to restaurants, hotels offering restaurant services, or not-for-profit clubs. There are nine major classes of liquor licenses in the City of Chicago, the most common being Tavern, Package Goods and Incidental - Consumption on Premises. These categories were established to help the City identify and regulate the various types of establishments serving alcoholic beverages. They are described at the following link: http://bit.ly/P0Gn4c. The Chicago City Council has passed a series of ordinances restricting the issuance of liquor licenses in various locations throughout the City in sections 4-60-022 and 4-60-023 of the Municipal Code. In general, consumption on premises liquor licenses are affected by the 022 moratorium and Package Goods are affected by the 023 moratorium. However, moratoriums can be complicated, so determining whether or not a moratorium applies to a specific license application is not always straightforward. Users of the data should contact the Department of Business Affairs and Consumer Protection if they have any questions. These GIS layers show the locations of moratoriums passed by the City Council. It is updated monthly if any restrictions have been added or deleted. Columns are as follows: 	CODE refers to the specific ordinance passed by City County. If there are more than one, they are connected by an underscore. They are in the format ww.nnn where ww is the ward number and nnn is a sequential number. 	ST_SDE refers to which side of the street the ordinance refers to. 	CREADATE is the date that the ordinance was input into the digital system, usually within a week after passed by City Council. Dates before 2003 do not relect the actual date passed. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as ESRI ArcGIS or QGIS, are required. To download this file, right-click the ""Download"" link above and choose ""Save link as.""",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-11-02,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/jvps-6v8h,https://data.cityofchicago.org/download/jvps-6v8h/application/zip,jvps-6v8h,https://data.cityofchicago.org/api/views/jvps-6v8h,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Liquor Moratorium Districts - Taverns - KML [Illinois--Chicago],Liquor Moratorium Districts - Taverns - KML,"No new tavern licenses can be issued to any location that is within 400 feet of existing businesses already licensed for the sale of alcoholic liquor in certain zoning districts. Measurements are made from the property line and exclude streets, alleys, and public ways. This prohibition does not apply to restaurants, hotels offering restaurant services, or not-for-profit clubs. There are nine major classes of liquor licenses in the City of Chicago, the most common being Tavern, Package Goods and Incidental - Consumption on Premises. These categories were established to help the City identify and regulate the various types of establishments serving alcoholic beverages. They are described at the following link: http://bit.ly/P0Gn4c. The Chicago City Council has passed a series of ordinances restricting the issuance of liquor licenses in various locations throughout the City in sections 4-60-022 and 4-60-023 of the Municipal Code. In general, consumption on premises liquor licenses are affected by the 022 moratorium and Package Goods are affected by the 023 moratorium. However, moratoriums can be complicated, so determining whether or not a moratorium applies to a specific license application is not always straightforward. Users of the data should contact the Department of Business Affairs and Consumer Protection if they have any questions. These GIS layers show the locations of moratoriums passed by the City Council. It is updated monthly if any restrictions have been added or deleted. Columns are as follows: 	CODE refers to the specific ordinance passed by City County. If there are more than one, they are connected by an underscore. They are in the format ww.nnn where ww is the ward number and nnn is a sequential number. 	ST_SDE refers to which side of the street the ordinance refers to. 	CREADATE is the date that the ordinance was input into the digital system, usually within a week after passed by City Council. Dates before 2003 do not relect the actual date passed. To view or use this KML file, special GIS software such as Google Earth is required. To download, right-click the ""Download"" link above and choose ""Save link as.""",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-11-24,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/kas8-436q,https://data.cityofchicago.org/download/kas8-436q/application/zip,kas8-436q,https://data.cityofchicago.org/api/views/kas8-436q,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Police Beats (deprecated on 12/18/) [Illinois--Chicago] {2012},Boundaries - Police Beats (deprecated on 12/18/2012),"Police beats in Chicago that were effective through December 18, 2012. The current police beats boundaries are always available at https://data.cityofchicago.org/d/aerh-rz74. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2012-03-09,2012,2012-2012,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/kd6k-pxkv,https://data.cityofchicago.org/download/kd6k-pxkv/application/zip,kd6k-pxkv,https://data.cityofchicago.org/api/views/kd6k-pxkv,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Open Spaces - Campus Parks [Illinois--Chicago],Open Spaces - Campus Parks,"The Campus Parks Program addresses the shortage of parkland in Chicago's neighborhoods by targeting public school grounds for parkland improvements. Under a joint program funded by the City, Chicago Public Schools and the Chicago Park District, existing asphalt and concrete paving are replaced with new landscaping, play equipment, trees, fencing and lighting. Priority is given to neighborhoods identified as having insufficient parkland, Strategic Neighborhood Action Program districts, Empowerment Zones, Enterprise Communities and other special development districts. To view or use these files, compression software and special GIS software, such as ESRI ArcGIS, is required. To download, right-click the ""Download"" link above and choose ""Save link as.""",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-07-08,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/kfqm-mn72,https://data.cityofchicago.org/download/kfqm-mn72/application/zip,kfqm-mn72,https://data.cityofchicago.org/api/views/kfqm-mn72,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Special Service Areas [Illinois--Chicago],Boundaries - Special Service Areas,"Special Service Areas (SSA) boundaries in Chicago. The Special Service Area program is a mechanism used to fund expanded services and programs through a localized property tax levy within contiguous industrial, commercial and residential areas. The enhanced services and programs are in addition to services and programs currently provided through the city. SSA-funded projects could include, but are not limited to, security services, area marketing and advertising assistance, promotional activities such as parades and festivals, or any variety of small scale capital improvements that could be supported through a modest property tax levy.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2014-10-23,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/kjav-iyuj,https://data.cityofchicago.org/api/geospatial/kjav-iyuj?method=export&format=Original,kjav-iyuj,https://data.cityofchicago.org/api/views/kjav-iyuj,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Winter Overnight Parking Restrictions (Deprecated December ) [Illinois--Chicago] {2021},Winter Overnight Parking Restrictions (Deprecated December 2021),"OUTDATED. See the current data at https://data.cityofchicago.org/d/mcad-r2g5 -- No parking is allowed on many major city streets from 3 a.m. to 7 a.m. between December 1st and April 1st. To view or use these shapefiles, compression software and special GIS software, such as ESRI ArcGIS, is required. To download this file, right-click the ""Download"" link above and choose ""Save link as.""",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-11-23,2021,2021-2021,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/kpim-yiyf,https://data.cityofchicago.org/download/kpim-yiyf/application/zip,kpim-yiyf,https://data.cityofchicago.org/api/views/kpim-yiyf,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Empowerment Zones [Illinois--Chicago],Boundaries - Empowerment Zones,"Empowerment Zone boundaries in Chicago. To view or use these files, compression software and special GIS software, such as ESRI ArcGIS, is required. The Empowerment Zones/Enterprise Communities program (EZ/EC) is a Federal, State, local government partnership for stimulating comprehensive renewal--particularly economic growth and social development--in distressed urban neighborhoods and rural areas across the nation. For more information, go to http://www.hud.gov/offices/cpd/economicdevelopment/programs/rc/.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-04-17,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/m6ef-sjkj,https://data.cityofchicago.org/download/m6ef-sjkj/application/zip,m6ef-sjkj,https://data.cityofchicago.org/api/views/m6ef-sjkj,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Cook County - Hospitals [Illinois--Chicago],Cook County - Hospitals,"Hospitals located in Cook County. To view or use these shapefiles, compression software and special GIS software, such as ESRI ArcGIS, is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-06-22,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/mkjv-t4kt,https://data.cityofchicago.org/download/mkjv-t4kt/application/zip,mkjv-t4kt,https://data.cityofchicago.org/api/views/mkjv-t4kt,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Railroads [Illinois--Chicago],Railroads,"Railroad lines in Chicago. To view or use these files, compression software and special GIS software, such as ESRI ArcGIS, is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-04-17,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/mpdq-i9eh,https://data.cityofchicago.org/download/mpdq-i9eh/application/zip,mpdq-i9eh,https://data.cityofchicago.org/api/views/mpdq-i9eh,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Surrounding Municipalities [Illinois--Chicago],Boundaries - Surrounding Municipalities,"Boundaries for the municipalities that surround Chicago. To view or use these files, compression software and special GIS software, such as ESRI ArcGIS, is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-04-17,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/ndp9-x4ic,https://data.cityofchicago.org/download/ndp9-x4ic/application/zip,ndp9-x4ic,https://data.cityofchicago.org/api/views/ndp9-x4ic,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Metra Stations [Illinois--Chicago],Metra Stations,"Metra commuter rail stations in the Chicagoland region. To view or use these files, compression software and special GIS software, such as ESRI ArcGIS, is required. To download, right-click the ""Download"" link above and choose ""Save link as.""",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-07-19,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/nqm8-q2ym,https://data.cityofchicago.org/download/nqm8-q2ym/application/zip,nqm8-q2ym,https://data.cityofchicago.org/api/views/nqm8-q2ym,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Police Districts (deprecated on 12/18/) [Illinois--Chicago] {2012},Boundaries - Police Districts (deprecated on 12/18/2012),"Police district boundaries in Chicago that were in effect through December 18, 2012. The current police district boundaries can always be found at https://data.cityofchicago.org/d/fthy-xz3r. To view or use these files outside of a web browser, compression software and special GIS software, such as ESRI ArcGIS, is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2012-12-18,2012,2012-2012,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/p3h8-xsd4,https://data.cityofchicago.org/api/geospatial/p3h8-xsd4?method=export&format=Original,p3h8-xsd4,https://data.cityofchicago.org/api/views/p3h8-xsd4,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Zoning Districts (deprecated October ) [Illinois--Chicago] {2014},Boundaries - Zoning Districts (deprecated October 2014),"Zoning district boundaries by type and classification. Chicago is divided into zoning districts that regulate land use activities across the city. Data is based on the Chicago Zoning Ordinance and Land Use Ordinance http://bit.ly/9eqawi. Zoning Types are defined in this ordinance. To view or use these files, compression software and special GIS software, such as ESRI ArcGIS, is required. For additional information about business uses, review the License/Zoning Reference (LZR) Guide http://bit.ly/vvGzne, which is based on the Municipal Code and is intended to assist business owners in determining the proper zoning district and primary business license for specific business types. Update Frequency: Data is updated monthly. Related Applications: Zoning Map https://gisapps.cityofchicago.org/zoning/",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-11-22,2014,2014-2014,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/p8va-airx,https://data.cityofchicago.org/download/p8va-airx/application/zip,p8va-airx,https://data.cityofchicago.org/api/views/p8va-airx,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Parks - Public Art - KML (deprecated November ) [Illinois--Chicago] {2016},Parks - Public Art - KML (deprecated November 2016),"Public art located in Chicago parks. To view or use this KMZ file, compression software, such as 7-Zip, and special GIS software, such as Google Earth, are required. To download this file, right-click the ""Download"" link above and choose ""Save link as.""",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2012-02-08,2016,2016-2016,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/pmh6-gzg6,https://data.cityofchicago.org/download/pmh6-gzg6/application/zip,pmh6-gzg6,https://data.cityofchicago.org/api/views/pmh6-gzg6,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Census Tracts - [Illinois--Chicago] {2000},Boundaries - Census Tracts - 2000,"Census tract boundaries in Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2013-05-23,2000,2000-2000,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/pt6c-hxpp,https://data.cityofchicago.org/api/geospatial/pt6c-hxpp?method=export&format=Original,pt6c-hxpp,https://data.cityofchicago.org/api/views/pt6c-hxpp,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - City - Outdated Format [Illinois--Chicago],Boundaries - City - Outdated Format,"City boundary of Chicago in shapefile format. This dataset has been superseded by https://data.cityofchicago.org/d/ewy2-6yfk, which is in a more flexible format that still allows shapefile downloads. Please use that dataset instead.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-04-17,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/q38j-zgre,https://data.cityofchicago.org/download/q38j-zgre/application/zip,q38j-zgre,https://data.cityofchicago.org/api/views/q38j-zgre,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Metra Lines [Illinois--Chicago],Metra Lines,"Metra commuter rail lines in the Chicagoland region. To view or use these files, compression software and special GIS software, such as ESRI ArcGIS, is required. To download, right-click the ""Download"" link above and choose ""Save link as.""",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-07-19,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/q8wx-dznq,https://data.cityofchicago.org/download/q8wx-dznq/application/zip,q8wx-dznq,https://data.cityofchicago.org/api/views/q8wx-dznq,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
School Grounds [Illinois--Chicago],School Grounds,"Schools grounds in Chicago. To view or use these files, compression software, like WinZip, and special GIS software, such as ESRI ArcGIS, is required. The .dbf file may also be opened in Excel, Access or other database programs.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-04-17,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/qxjd-z277,https://data.cityofchicago.org/download/qxjd-z277/application/zip,qxjd-z277,https://data.cityofchicago.org/api/views/qxjd-z277,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Chicago Public Schools - Charter School Preference Boundaries SY1617 [Illinois--Chicago],Chicago Public Schools - Charter School Preference Boundaries SY1617,"Preference boundaries for selected charter schools in the Chicago Public Schools district for school year 2016-2017. As opposed to elementary or high school attendance boundaries wherein each residing student is entitled to attend, charter boundaries simply serve as a guide for charter school administrators to use during the application/lottery process. Applicants residing within a specific boundary are generally given preference over applicants residing outside of the boundary. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2016-08-23,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/r4sn-xuj8,https://data.cityofchicago.org/api/geospatial/r4sn-xuj8?method=export&format=Original,r4sn-xuj8,https://data.cityofchicago.org/api/views/r4sn-xuj8,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Parks - Buildings - Shapefiles (deprecated November ) [Illinois--Chicago] {2016},Parks - Buildings - Shapefiles (deprecated November 2016),"Buildings located in Chicago Parks. To view or use these shapefiles, compression software and special GIS software, such as ESRI ArcGIS or QGIS, is required. To download this file, right-click the ""Download"" link above and choose ""Save link as.""",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2012-02-08,2016,2016-2016,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/r9q2-naq3,https://data.cityofchicago.org/download/r9q2-naq3/application/zip,r9q2-naq3,https://data.cityofchicago.org/api/views/r9q2-naq3,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Parks - Facilities & Features - KML (deprecated November ) [Illinois--Chicago] {2016},Parks - Facilities & Features - KML (deprecated November 2016),"Facilities and features in Chicago parks. For more information, visit http://www.chicagoparkdistrict.com/facilities/search/. To view or use this KMZ file, compression software, such as 7-Zip, and special GIS software, such as Google Earth, are required. To download this file, right-click the ""Download"" link above and choose ""Save link as.""",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2012-02-08,2016,2016-2016,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/rbvn-uw5j,https://data.cityofchicago.org/download/rbvn-uw5j/application/zip,rbvn-uw5j,https://data.cityofchicago.org/api/views/rbvn-uw5j,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Landmark Districts - KML [Illinois--Chicago],Boundaries - Landmark Districts - KML,"KML file for landmark districts in Chicago. To view or use these files, special GIS software such Google Earth is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-06-22,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/rkur-ce6h,https://data.cityofchicago.org/download/rkur-ce6h/application/zip,rkur-ce6h,https://data.cityofchicago.org/api/views/rkur-ce6h,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Green Roofs - KML [Illinois--Chicago],Green Roofs - KML,"This map and corresponding dataset provide the location, satellite images and square footage of existing green roofs within the City of Chicago. This dataset is in KML format. To view or use these files, special GIS software such as Google Earth is required. This information is derived from an analysis of high-spatial resolution (50cm), pan-sharpened, ortho-rectified, 8-band multi-spectral satellite images collected by Digital Globe's Worldview-2 satellite. The City supplied the consultant with a 2009 City boundary shapefile to determine the required extent of the imagery. Acquisition of three different strips of imagery corresponding to the satellite's paths was required. These strips of imagery spanned three consecutive months and were collected in August 2010 (90% coverage), September 2010 (5% coverage) and October 2010 (5% coverage). The results of the analysis include overall count of vegetated roofs, their total square footage, and the ratio of required to elective vegetated roofs. A total of 359 vegetated roofs were identified within the City of Chicago. The total square footage of these vegetated roofs was calculated to be approximately 5,469,463 square feet. The ratio of required vegetated roofs to elective vegetative roofs was 297:62 (~5:1). The median size of the vegetated roofs was calculated to be 5,234 square feet.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2012-10-04,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/ryn2-dgvi,https://data.cityofchicago.org/download/ryn2-dgvi/application/zip,ryn2-dgvi,https://data.cityofchicago.org/api/views/ryn2-dgvi,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Open Spaces - Boulevards [Illinois--Chicago],Open Spaces - Boulevards,"To view or use these shapefiles, compression software and special GIS software, such as ESRI ArcGIS, is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-07-08,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/sd36-arzm,https://data.cityofchicago.org/download/sd36-arzm/application/zip,sd36-arzm,https://data.cityofchicago.org/api/views/sd36-arzm,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Ward Precincts () [Illinois--Chicago] {2011},Boundaries - Ward Precincts (2011),"Ward precincts, which function as local election districts, in Chicago. To view or use these files, compression software and special GIS software, such as ESRI ArcGIS, is required. To download, right-click the ""Download"" link above and choose ""Save link as.""",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-08-01,2011,2011-2011,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/sgsc-bb4n,https://data.cityofchicago.org/download/sgsc-bb4n/application/zip,sgsc-bb4n,https://data.cityofchicago.org/api/views/sgsc-bb4n,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Wards () [Illinois--Chicago] {2015-2023},Boundaries - Wards (2015-2023),"Ward boundaries in Chicago from May 2015 to May 2023, corresponding to the dates when a new City Council is sworn in, based on the immediately preceding elections. Neither this description nor the dataset should be relied upon in situations where legal precision is required. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ).",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2015-04-01,2015-2023,2015-2023,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/sp34-6z76,https://data.cityofchicago.org/api/geospatial/sp34-6z76?method=export&format=Original,sp34-6z76,https://data.cityofchicago.org/api/views/sp34-6z76,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
