Title,Alternative Title,Description,Language,Creator,Publisher,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Information,Image,Manifest,Identifier,ID,Access Rights,Provider,Code,Is Part Of,Member Of,Status,Accrual Method,Date Accessioned,Rights,Resource Class,Format,Suppressed,Child Record
"Uncompahgre Irrigation Project, Colorado","Uncompahgre Irrigation Project, Colorado",,eng,,"U.S. Bureau of Reclamation (Washington, D.C)",,Irrigation|Irrigation|Irrigation,1929,,1929-1929,Colorado,,https://umedia.lib.umn.edu/item/p16022coll230:4274,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4274,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4274/manifest.json,UMN_ALMA:9976556107101701,p16022coll230:4274,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Soil map, Minnesota, Crookston sheet","Soil map, Minnesota, Crookston sheet",,eng,,A. Hoen (Baltimore [MD),,Soils|Soils,1906,,1906-1906,"Crookston, Minnesota|Minnesota",,https://umedia.lib.umn.edu/item/p16022coll245:1102,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll245/id/1102,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll245/1102/manifest.json,UMN_ALMA:9978376615801701,p16022coll245:1102,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Cyprus,Cyprus,,eng,,J. Wyld (London),,,1878,,1878-1878,Cyprus,,https://umedia.lib.umn.edu/item/p16022coll230:4186,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4186,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4186/manifest.json,UMN_ALMA:9956053600001701,p16022coll230:4186,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Karta Öfver Norra Delen af Stora Kopparbergs Län,Karta Öfver Norra Delen af Stora Kopparbergs Län,,swe,,Axel E. Aamodts. lith Etabl (Kjöbhavn),,,1865,,1865-1865,Dalarnas län|Dalarnas län,,https://umedia.lib.umn.edu/item/p16022coll230:4258,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4258,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4258/manifest.json,UMN_ALMA:9976715405301701,p16022coll230:4258,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Plan von Dresden,Plan von Dresden,,gem,,Giesecke & Devrient (Leipzig),,,1876,,1876-1876,Dresden ,,https://umedia.lib.umn.edu/item/p16022coll205:1139,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/1139,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/1139/manifest.json,UMN_ALMA:9976470803001701,p16022coll205:1139,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Bacon's motor road map, England & Wales : showing roads, distances and railways","Bacon's motor road map, England & Wales : showing roads, distances and railways",,eng,,G.W. Bacon & Co (London),,Roads|Roads,1920 - 1929,,1920 - 1929,"England, Wales|England",,https://umedia.lib.umn.edu/item/p16022coll230:4229,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4229,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4229/manifest.json,UMN_ALMA:9935131680001701,p16022coll230:4229,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Generalkarte des Baltenlandes : (Estland, Kurland, Livland)","Generalkarte des Baltenlandes : (Estland, Kurland, Livland)",,gem,,Carl Flemming AG (Berlin),,,1916,,1916-1916,Estonia,,https://umedia.lib.umn.edu/item/p16022coll230:4213,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4213,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4213/manifest.json,UMN_ALMA:9946353950001701,p16022coll230:4213,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Europe after the great war : approximate boundaries, January 1920","Europe after the great war : approximate boundaries, January 1920",,eng,,"Denoyer-Geppert Co (Chicago [Ill), 1916",,"World War, 1914 1918",1916,,1916-1916,Europe,,https://umedia.lib.umn.edu/item/p16022coll230:4226,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4226,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4226/manifest.json,UMN_ALMA:9963225110001701,p16022coll230:4226,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Europe at the time of the Crusades,Europe at the time of the Crusades,,eng,,"Denoyer-Geppert (Chicago), 1916",,Crusades,1916,,1916-1916,Europe,,https://umedia.lib.umn.edu/item/p16022coll230:4205,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4205,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4205/manifest.json,UMN_ALMA:9963211560001701,p16022coll230:4205,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Carte du front français d'après la carte d'Europe publiée par la Société d'Editions géographiques, maritimes et coloniales","Carte du front français d'après la carte d'Europe publiée par la Société d'Editions géographiques, maritimes et coloniales",,fre,,Impr. Grou-Radenez (Paris),,"World War, 1914 1918|Roads|Cities and Towns",1900,,1900-1900,Europe,,https://umedia.lib.umn.edu/item/p16022coll230:4188,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4188,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4188/manifest.json,UMN_ALMA:9929821860001701,p16022coll230:4188,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
The principal motor roads of Europe and Northern Africa,The principal motor roads of Europe and Northern Africa,,eng,,J. Forest (Paris),,Roads,1920 - 1929,,1920 - 1929,Europe|Africa,,https://umedia.lib.umn.edu/item/p16022coll230:4155,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4155,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4155/manifest.json,UMN_ALMA:9940896520001701,p16022coll230:4155,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Map of Florida,Map of Florida,,eng,,"George F. Cram (Chicago, Ill)",,Railroads,1905 - 1915,,1905 - 1915,Florida,,https://umedia.lib.umn.edu/item/p16022coll230:4032,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4032,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4032/manifest.json,UMN_ALMA:9976878106001701,p16022coll230:4032,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Sights to see and things to do in Florida,Sights to see and things to do in Florida,,eng,,"Tampa Photo-Engraving (Tampa, Fla.?)",,,1920 - 1929,,1920 - 1929,Florida,,https://umedia.lib.umn.edu/item/p16022coll230:4018,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4018,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4018/manifest.json,UMN_ALMA:9920630840001701,p16022coll230:4018,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Atlantic Coastal Highway : the historic and romantic trail between the North and Florida,Atlantic Coastal Highway : the historic and romantic trail between the North and Florida,,eng,,"Norfolk-Portsmouth Chamber of Commerce (Norfolk,  Va)",,,1930,,1930-1930,Florida,,https://umedia.lib.umn.edu/item/p16022coll230:4015,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4015,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4015/manifest.json,UMN_ALMA:9940808630001701,p16022coll230:4015,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Florida,Florida,,eng,,George F. Cram Company (Chicago),,Railroads,1915,,1915-1915,Florida,,https://umedia.lib.umn.edu/item/p16022coll230:4035,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4035,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4035/manifest.json,UMN_ALMA:9976878105901701,p16022coll230:4035,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Côte orientale du Grönland, entre 65° et 79° L.N.","Côte orientale du Grönland, entre 65° et 79° L.N.",,fre,,Librairie Ch. Delagrave : (Paris),,,1893,,1893-1893,Greenland,,https://umedia.lib.umn.edu/item/p16022coll230:4096,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4096,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4096/manifest.json,UMN_ALMA:9978506971801701,p16022coll230:4096,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Map of Houston, Texas","Map of Houston, Texas",,eng,,"The Department? (Houston, Tex)",,,1924,,1924-1924,"Houston, Texas|Texas",,https://umedia.lib.umn.edu/item/p16022coll205:1131,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/1131,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/1131/manifest.json,UMN_ALMA:9936932520001701,p16022coll205:1131,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
State of Idaho,State of Idaho,,eng,,"U.S. General Land Office (Washington, D.C)",,Land Use|Coal,1905,,1905-1905,Idaho,,https://umedia.lib.umn.edu/item/p16022coll230:4245,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4245,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4245/manifest.json,UMN_ALMA:9978376429001701,p16022coll230:4245,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
